id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
28653,Argentina,Capital Federal,Colegiales,4,3,1,,90,189000
28654,Argentina,Capital Federal,Barrio Norte,4,3,2,115,,328500
28655,Argentina,Capital Federal,Barrio Norte,6,3,2,120,117,360000
28656,Argentina,Capital Federal,Barrio Norte,4,3,2,146,140,358000
28657,Argentina,Capital Federal,Barrio Norte,4,3,2,98,95,285000
28658,Argentina,Capital Federal,Barrio Norte,6,3,2,316,310,1150000
28659,Argentina,Capital Federal,Barrio Norte,3,3,3,102,93,255000
28660,Argentina,Capital Federal,Barrio Norte,4,3,2,,,225000
28661,Argentina,Capital Federal,Colegiales,4,3,2,76,72,205000
28662,Argentina,Capital Federal,Palermo,4,4,2,117,117,365000
28663,Argentina,Capital Federal,Palermo,5,4,3,220,220,830000
28664,Argentina,Capital Federal,Palermo,4,4,2,153,78,349000
28665,Argentina,Capital Federal,Colegiales,4,4,4,136,112,350000
28666,Argentina,Capital Federal,Barrio Norte,4,4,3,212,212,630000
28667,Argentina,Capital Federal,Barrio Norte,4,4,3,218,212,630000
28668,Argentina,Capital Federal,Barrio Norte,4,4,3,218,212,630000
28669,Argentina,Capital Federal,Barrio Norte,4,4,3,101,93,255000
28670,Argentina,Capital Federal,Barrio Norte,4,4,3,102,93,255000
28671,Argentina,Capital Federal,Barrio Norte,4,4,3,102,93,255000
28672,Argentina,Capital Federal,Monserrat,5,4,3,145,100,199000
28673,Argentina,Capital Federal,Barrio Norte,4,4,3,102,93,255000
28674,Argentina,Capital Federal,Puerto Madero,,4,3,,,1200000
28675,Argentina,Capital Federal,Puerto Madero,3,4,3,165,155,805000
28676,Argentina,Capital Federal,Puerto Madero,3,4,3,128,116,1300000
28677,Argentina,Capital Federal,Puerto Madero,3,4,4,152,140,1500000
28678,Argentina,Capital Federal,Puerto Madero,3,4,3,136,136,830000
28679,Argentina,Capital Federal,Puerto Madero,3,4,3,136,136,830000
28680,Argentina,Capital Federal,Velez Sarsfield,5,4,2,106,96,185000
28681,Argentina,Capital Federal,San Nicolás,5,4,1,65,65,110000
28682,Argentina,Capital Federal,Palermo,5,5,4,235,213,790000
28683,Argentina,Capital Federal,Caballito,5,4,3,242,134,398000
28684,Argentina,Capital Federal,Recoleta,4,4,3,102,93,255000
28685,Argentina,Capital Federal,Palermo,3,4,3,107,95,505000
28686,Argentina,Capital Federal,Palermo,3,4,3,107,95,505000
28687,Argentina,Capital Federal,Belgrano,3,4,4,225,188,1950000
28688,Argentina,Capital Federal,Belgrano,3,4,3,134,120,590000
28689,Argentina,Capital Federal,Belgrano,5,4,2,260,230,690000
28690,Argentina,Capital Federal,Belgrano,4,4,3,114,98,355000
28691,Argentina,Capital Federal,Belgrano,4,4,3,114,98,355000
28692,Argentina,Capital Federal,Recoleta,6,4,3,240,230,619000
28693,Argentina,Capital Federal,Belgrano,4,4,5,200,200,620000
28694,Argentina,Capital Federal,Belgrano,4,4,4,136,112,350000
28695,Argentina,Capital Federal,Belgrano,4,4,3,141,128,660000
28696,Argentina,Capital Federal,Belgrano,4,4,3,141,128,660000
28697,Argentina,Capital Federal,Recoleta,5,4,2,166,146,379000
28698,Argentina,Capital Federal,Recoleta,5,4,4,166,146,495000
28699,Argentina,Capital Federal,Recoleta,4,4,3,218,212,630000
28700,Argentina,Capital Federal,Recoleta,4,4,3,102,93,255000
28701,Argentina,Capital Federal,Belgrano,4,4,5,200,200,620000
28702,Argentina,Capital Federal,Almagro,2,1,1,42,40,119000
28703,Argentina,Capital Federal,Palermo,2,1,1,44,39,139000
28704,Argentina,Capital Federal,Almagro,1,1,1,,27,77000
28705,Argentina,Capital Federal,Retiro,2,2,2,64,62,390000
28706,Argentina,Capital Federal,Retiro,3,2,2,,71,300000
28707,Argentina,Capital Federal,Nuñez,3,2,1,61,61,149000
28708,Argentina,Capital Federal,Nuñez,3,2,2,78,68,320000
28709,Argentina,Capital Federal,Nuñez,3,2,2,73,66,235000
28710,Argentina,Capital Federal,Flores,,2,1,97,83,160000
28711,Argentina,Capital Federal,Abasto,3,2,1,,75,180000
28712,Argentina,Capital Federal,Centro / Microcentro,1,1,1,25,25,60000
28713,Argentina,Capital Federal,Villa General Mitre,1,1,1,27,24,68000
28714,Argentina,Capital Federal,Villa Pueyrredón,1,1,1,38,28,101000
28715,Argentina,Capital Federal,Villa Pueyrredón,1,1,1,38,28,101000
28716,Argentina,Capital Federal,Villa del Parque,1,1,1,40,34,95000
28717,Argentina,Capital Federal,Villa del Parque,2,1,1,36,31,92500
28718,Argentina,Capital Federal,Villa del Parque,2,1,1,68,41,137500
28719,Argentina,Capital Federal,Villa del Parque,2,1,1,35,35,89000
28720,Argentina,Capital Federal,Retiro,3,2,2,126,126,435000
28721,Argentina,Capital Federal,Almagro,3,2,2,85,81,225000
28722,Argentina,Capital Federal,Almagro,3,2,2,91,72,201500
28723,Argentina,Capital Federal,Palermo,3,2,2,67,61,188000
28724,Argentina,Capital Federal,Palermo,3,2,1,59,55,185000
28725,Argentina,Capital Federal,Palermo,3,2,2,93,93,515000
28726,Argentina,Capital Federal,Palermo,2,2,2,55,53,299000
28727,Argentina,Capital Federal,Palermo,2,2,2,83,55,260000
28728,Argentina,Capital Federal,Palermo,2,2,2,83,55,260000
28729,Argentina,Capital Federal,Palermo,2,2,2,48,42,210000
28730,Argentina,Capital Federal,Palermo,2,2,3,162,74,340000
28731,Argentina,Capital Federal,Villa Santa Rita,1,1,1,29,26,64000
28732,Argentina,Capital Federal,Palermo,3,2,2,85,81,225000
28733,Argentina,Capital Federal,Palermo,3,2,2,86,74,238000
28734,Argentina,Capital Federal,Palermo,3,2,1,105,88,189000
28735,Argentina,Capital Federal,Palermo,3,2,1,77,68,210000
28736,Argentina,Capital Federal,Palermo,3,2,1,109,105,205000
28737,Argentina,Capital Federal,Palermo,2,2,2,77,71,168000
28738,Argentina,Capital Federal,Palermo,3,2,3,139,,680000
28739,Argentina,Capital Federal,Palermo,3,2,1,,52,139000
28740,Argentina,Capital Federal,Palermo,3,2,2,86,74,238000
28741,Argentina,Capital Federal,Palermo,3,2,1,60,57,198000
28742,Argentina,Capital Federal,Villa Santa Rita,2,1,1,52,43,109800
28743,Argentina,Capital Federal,Parque Patricios,2,1,1,51,39,125000
28744,Argentina,Capital Federal,Villa Devoto,1,1,1,34,31,85000
28745,Argentina,Capital Federal,Villa Devoto,1,1,1,34,31,75000
28746,Argentina,Capital Federal,Villa Devoto,2,1,1,41,38,110000
28747,Argentina,Capital Federal,Villa Crespo,2,1,1,50,40,145000
28748,Argentina,Capital Federal,Villa Crespo,1,1,1,36,36,86000
28749,Argentina,Capital Federal,Villa Crespo,2,1,1,45,45,116000
28750,Argentina,Capital Federal,Villa Crespo,2,1,1,51,42,148000
28751,Argentina,Capital Federal,Villa Crespo,1,1,1,,35,83000
28752,Argentina,Capital Federal,Villa Crespo,1,1,1,40,37,83000
28753,Argentina,Capital Federal,Villa Crespo,1,1,1,41,38,83500
28754,Argentina,Capital Federal,Villa Crespo,2,1,1,,42,100000
28755,Argentina,Capital Federal,Villa Crespo,2,1,1,,30,95000
28756,Argentina,Capital Federal,San Nicolás,1,1,1,,1,45514
28757,Argentina,Capital Federal,San Nicolás,1,1,1,42,35,125000
28758,Argentina,Capital Federal,San Nicolás,1,1,1,42,35,125000
28759,Argentina,Capital Federal,Villa Devoto,1,1,1,34,31,75000
28760,Argentina,Capital Federal,Constitución,2,1,1,45,42,58000
28761,Argentina,Capital Federal,Constitución,2,1,1,45,40,83000
28762,Argentina,Capital Federal,Constitución,1,1,1,32,30,70000
28763,Argentina,Capital Federal,Parque Patricios,2,1,1,51,39,118000
28764,Argentina,Capital Federal,Villa Urquiza,2,1,2,54,48,172500
28765,Argentina,Capital Federal,Villa Urquiza,2,1,1,42,38,125000
28766,Argentina,Capital Federal,Villa Urquiza,2,1,1,52,49,129000
28767,Argentina,Capital Federal,Villa Urquiza,2,1,1,52,52,210113
28768,Argentina,Capital Federal,Villa Urquiza,3,1,2,108,48,172500
28769,Argentina,Capital Federal,Villa Urquiza,1,1,1,38,35,110000
28770,Argentina,Capital Federal,Parque Patricios,2,1,1,51,39,118000
28771,Argentina,Capital Federal,Villa Urquiza,2,1,1,48,44,178162
28772,Argentina,Capital Federal,Villa Urquiza,2,1,1,39,35,135000
28773,Argentina,Capital Federal,Villa Urquiza,2,1,1,37,37,90000
28774,Argentina,Capital Federal,San Cristobal,1,1,1,32,30,70000
28775,Argentina,Capital Federal,San Cristobal,2,1,1,40,38,79000
28776,Argentina,Capital Federal,San Cristobal,2,1,1,52,46,125000
28777,Argentina,Capital Federal,San Cristobal,2,1,1,52,46,125000
28778,Argentina,Capital Federal,Puerto Madero,2,1,2,92,79,370000
28779,Argentina,Capital Federal,Villa Urquiza,2,1,2,55,47,137500
28780,Argentina,Capital Federal,Palermo,2,2,2,70,62,345000
28781,Argentina,Capital Federal,Palermo,3,2,2,83,83,230000
28782,Argentina,Capital Federal,Palermo,2,2,2,64,60,280000
28783,Argentina,Capital Federal,Balvanera,3,2,2,,69,166000
28784,Argentina,Capital Federal,Recoleta,3,2,1,45,45,123000
28785,Argentina,Capital Federal,Recoleta,3,2,1,45,45,123000
28786,Argentina,Capital Federal,Recoleta,3,2,2,150,150,590000
28787,Argentina,Capital Federal,Recoleta,3,2,1,110,108,395000
28788,Argentina,Capital Federal,Recoleta,3,2,1,55,53,148000
28789,Argentina,Capital Federal,Recoleta,3,2,1,94,93,270000
28790,Argentina,Capital Federal,Recoleta,3,2,1,98,95,285000
28791,Argentina,Capital Federal,Recoleta,3,2,1,68,58,195000
28792,Argentina,Capital Federal,Recoleta,3,2,1,68,58,195000
28793,Argentina,Capital Federal,Recoleta,3,2,2,90,83,330000
28794,Argentina,Capital Federal,Recoleta,4,2,2,116,116,398000
28795,Argentina,Capital Federal,Recoleta,3,2,2,68,64,157000
28796,Argentina,Capital Federal,Recoleta,3,2,1,,87,360000
28797,Argentina,Capital Federal,Recoleta,3,2,1,68,58,170000
28798,Argentina,Capital Federal,Balvanera,3,2,1,77,77,125000
28799,Argentina,Capital Federal,Caballito,3,2,1,64,,129000
28800,Argentina,Capital Federal,Caballito,3,2,1,76,76,129000
28801,Argentina,Capital Federal,Caballito,3,2,2,94,83,225000
28802,Argentina,Capital Federal,Colegiales,3,2,1,59,57,135000
28803,Argentina,Capital Federal,Colegiales,3,2,2,86,74,238000
28804,Argentina,Capital Federal,Colegiales,3,2,1,62,46,89500
28805,Argentina,Capital Federal,Monserrat,2,2,2,64,62,390000
28806,Argentina,Capital Federal,Monserrat,3,2,1,44,41,75000
28807,Argentina,Capital Federal,Monserrat,2,2,1,44,41,75000
28808,Argentina,Capital Federal,Monserrat,3,2,1,44,41,75000
28809,Argentina,Capital Federal,Paternal,3,2,1,69,66,109000
28810,Argentina,Capital Federal,Monserrat,3,2,1,67,67,114000
28811,Argentina,Capital Federal,Chacarita,3,2,2,86,74,237000
28812,Argentina,Capital Federal,Caballito,3,2,1,,55,170000
28813,Argentina,Capital Federal,Caballito,3,2,2,77,68,275000
28814,Argentina,Capital Federal,Caballito,3,2,2,72,64,190000
28815,Argentina,Capital Federal,Caballito,3,2,1,75,75,215000
28816,Argentina,Capital Federal,Caballito,3,2,1,67,62,120000
28817,Argentina,Capital Federal,Caballito,3,2,1,67,62,120000
28818,Argentina,Capital Federal,Mataderos,3,2,1,57,53,148000
28819,Argentina,Capital Federal,Paternal,3,2,1,56,52,89900
28820,Argentina,Capital Federal,Paternal,3,2,1,57,57,95000
28821,Argentina,Capital Federal,Paternal,3,2,1,60,57,99000
28822,Argentina,Capital Federal,Palermo,3,2,1,67,59,215000
28823,Argentina,Capital Federal,Palermo,3,2,3,110,110,340000
28824,Argentina,Capital Federal,Palermo,4,2,3,110,110,340000
28825,Argentina,Capital Federal,Palermo,4,2,3,110,110,340000
28826,Argentina,Capital Federal,Palermo,3,2,1,,70,175000
28827,Argentina,Capital Federal,Palermo,3,2,2,71,65,329000
28828,Argentina,Capital Federal,Palermo,2,2,2,49,46,219000
28829,Argentina,Capital Federal,Palermo,2,2,3,162,74,340000
28830,Argentina,Capital Federal,Palermo,3,2,2,115,108,249000
28831,Argentina,Capital Federal,Palermo,2,2,2,49,46,219000
28832,Argentina,Capital Federal,Palermo,2,2,2,49,46,219000
28833,Argentina,Capital Federal,Palermo,2,2,2,49,46,219000
28834,Argentina,Capital Federal,Palermo,2,2,2,49,46,219000
28835,Argentina,Capital Federal,Palermo,3,2,2,89,,380000
28836,Argentina,Capital Federal,Palermo,3,2,1,55,53,159000
28837,Argentina,Capital Federal,Palermo,2,2,2,64,60,280000
28838,Argentina,Capital Federal,Palermo,3,2,2,115,108,249000
28839,Argentina,Capital Federal,San Nicolás,1,1,1,,1,45313
28840,Argentina,Capital Federal,Palermo,2,2,2,90,60,318000
28841,Argentina,Capital Federal,Belgrano,3,2,1,58,54,152000
28842,Argentina,Capital Federal,Floresta,3,2,3,85,85,145000
28843,Argentina,Capital Federal,Floresta,3,2,1,63,56,162000
28844,Argentina,Capital Federal,Congreso,3,2,2,90,90,170000
28845,Argentina,Capital Federal,Belgrano,3,2,2,73,67,217000
28846,Argentina,Capital Federal,Belgrano,3,2,2,75,75,320000
28847,Argentina,Capital Federal,Belgrano,2,2,2,64,60,280000
28848,Argentina,Capital Federal,Belgrano,3,2,1,60,58,150000
28849,Argentina,Capital Federal,Barracas,2,2,2,49,49,95000
28850,Argentina,Capital Federal,Belgrano,2,2,3,162,74,340000
28851,Argentina,Capital Federal,Belgrano,3,2,1,52,48,109000
28852,Argentina,Capital Federal,Belgrano,3,2,2,78,68,320000
28853,Argentina,Capital Federal,Belgrano,3,2,2,78,68,320000
28854,Argentina,Capital Federal,Belgrano,3,2,2,78,68,295000
28855,Argentina,Capital Federal,Belgrano,2,2,2,78,68,260000
28856,Argentina,Capital Federal,Belgrano,3,2,2,74,64,295000
28857,Argentina,Capital Federal,Belgrano,3,2,2,135,70,385000
28858,Argentina,Capital Federal,Belgrano,3,2,2,75,70,199000
28859,Argentina,Capital Federal,San Nicolás,1,1,1,,1,43036
28860,Argentina,Capital Federal,San Nicolás,1,1,1,,1,40505
28861,Argentina,Capital Federal,San Nicolás,1,1,1,33,23,69810
28862,Argentina,Capital Federal,Palermo,1,1,1,42,37,149000
28863,Argentina,Capital Federal,Palermo,2,1,2,110,70,330000
28864,Argentina,Capital Federal,Palermo,2,1,1,63,58,220000
28865,Argentina,Capital Federal,Palermo,2,1,1,37,37,82000
28866,Argentina,Capital Federal,Palermo,1,1,1,33,33,92000
28867,Argentina,Capital Federal,Palermo,2,1,1,48,45,220000
28868,Argentina,Capital Federal,Palermo,2,1,1,48,45,199000
28869,Argentina,Capital Federal,Palermo,2,1,1,48,45,198000
28870,Argentina,Capital Federal,Palermo,2,1,1,48,45,220000
28871,Argentina,Capital Federal,Palermo,2,1,1,38,,95000
28872,Argentina,Capital Federal,Palermo,2,1,1,70,44,215000
28873,Argentina,Capital Federal,Palermo,2,1,1,54,49,165000
28874,Argentina,Capital Federal,Palermo,2,1,1,47,47,165000
28875,Argentina,Capital Federal,Palermo,1,1,2,55,46,170000
28876,Argentina,Capital Federal,Palermo,1,1,2,55,46,170000
28877,Argentina,Capital Federal,Palermo,2,1,1,39,34,128000
28878,Argentina,Capital Federal,Palermo,2,1,1,51,42,135000
28879,Argentina,Capital Federal,Palermo,1,1,1,36,31,93000
28880,Argentina,Capital Federal,Palermo,2,1,1,65,,160000
28881,Argentina,Capital Federal,Belgrano,2,1,1,,42,183000
28882,Argentina,Capital Federal,Belgrano,1,1,1,38,32,121500
28883,Argentina,Capital Federal,Belgrano,1,1,1,42,37,151500
28884,Argentina,Capital Federal,Belgrano,2,1,1,40,40,140000
28885,Argentina,Capital Federal,Belgrano,2,1,1,45,41,150000
28886,Argentina,Capital Federal,Belgrano,1,1,1,36,33,86000
28887,Argentina,Capital Federal,Belgrano,2,1,1,43,35,105000
28888,Argentina,Capital Federal,Palermo,1,1,2,55,46,200000
28889,Argentina,Capital Federal,Belgrano,2,1,1,,45,135000
28890,Argentina,Capital Federal,Belgrano,2,1,1,37,36,110000
28891,Argentina,Capital Federal,Belgrano,1,1,1,43,43,128000
28892,Argentina,Capital Federal,Palermo,2,1,1,33,33,135000
28893,Argentina,Capital Federal,Palermo,2,1,1,50,46,200000
28894,Argentina,Capital Federal,Palermo,2,1,1,50,46,200000
28895,Argentina,Capital Federal,Palermo,1,1,1,38,33,158000
28896,Argentina,Capital Federal,Palermo,1,1,1,38,33,158000
28897,Argentina,Capital Federal,Belgrano,2,1,1,55,40,119000
28898,Argentina,Capital Federal,Palermo,1,1,1,49,41,135000
28899,Argentina,Capital Federal,Palermo,1,1,1,49,41,135000
28900,Argentina,Capital Federal,Palermo,2,1,1,38,35,135000
28901,Argentina,Capital Federal,Palermo,2,1,1,,,105000
28902,Argentina,Capital Federal,Palermo,2,1,1,55,51,185000
28903,Argentina,Capital Federal,Palermo,2,1,1,58,52,190000
28904,Argentina,Capital Federal,Palermo,2,1,1,43,43,115000
28905,Argentina,Capital Federal,Palermo,2,1,1,40,,120000
28906,Argentina,Capital Federal,Palermo,1,1,1,38,36,90000
28907,Argentina,Capital Federal,Coghlan,1,1,1,36,31,98000
28908,Argentina,Capital Federal,Palermo,2,1,1,,33,125000
28909,Argentina,Capital Federal,Coghlan,2,1,1,34,34,86000
28910,Argentina,Capital Federal,Almagro,1,1,1,57,43,116500
28911,Argentina,Capital Federal,Almagro,1,1,1,56,49,125000
28912,Argentina,Capital Federal,Almagro,2,1,1,45,40,119000
28913,Argentina,Capital Federal,Almagro,2,1,1,43,39,138000
28914,Argentina,Capital Federal,Almagro,1,1,1,35,32,89000
28915,Argentina,Capital Federal,Almagro,2,1,1,58,58,129500
28916,Argentina,Capital Federal,Almagro,2,1,1,44,39,110000
28917,Argentina,Capital Federal,Coghlan,2,1,1,49,41,82000
28918,Argentina,Capital Federal,Belgrano,2,1,1,57,46,218000
28919,Argentina,Capital Federal,Palermo,2,1,1,33,33,120000
28920,Argentina,Capital Federal,Palermo,1,1,1,52,42,142000
28921,Argentina,Capital Federal,Palermo,2,1,1,34,34,95000
28922,Argentina,Capital Federal,Palermo,2,1,1,43,39,138000
28923,Argentina,Capital Federal,Palermo,1,1,1,42,39,138000
28924,Argentina,Capital Federal,Palermo,1,1,1,43,39,138000
28925,Argentina,Capital Federal,Palermo,2,1,1,44,39,139000
28926,Argentina,Capital Federal,Palermo,2,1,1,53,45,259000
28927,Argentina,Capital Federal,Palermo,2,1,1,53,45,259000
28928,Argentina,Capital Federal,Palermo,2,1,1,37,32,127000
28929,Argentina,Capital Federal,Palermo,2,1,1,42,38,110000
28930,Argentina,Capital Federal,Palermo,2,1,1,45,40,219000
28931,Argentina,Capital Federal,Palermo,2,1,1,46,46,82800
28932,Argentina,Capital Federal,Palermo,2,1,1,75,70,160000
28933,Argentina,Capital Federal,Palermo,2,1,2,110,70,330000
28934,Argentina,Capital Federal,Palermo,2,1,2,110,70,330000
28935,Argentina,Capital Federal,Palermo,1,1,1,52,42,142000
28936,Argentina,Capital Federal,Palermo,1,1,1,52,42,142000
28937,Argentina,Capital Federal,Palermo,2,1,1,42,38,110000
28938,Argentina,Capital Federal,Almagro,2,1,1,31,31,75000
28939,Argentina,Capital Federal,Belgrano,2,1,1,47,42,189000
28940,Argentina,Capital Federal,Belgrano,2,1,1,75,69,174000
28941,Argentina,Capital Federal,Barrio Norte,1,1,1,,1,42815
28942,Argentina,Capital Federal,Barrio Norte,1,1,1,,1,45313
28943,Argentina,Capital Federal,Barrio Norte,1,1,1,,1,45514
28944,Argentina,Capital Federal,Barrio Norte,2,1,1,53,45,259000
28945,Argentina,Capital Federal,Barrio Norte,2,1,1,53,45,259000
28946,Argentina,Capital Federal,Barrio Norte,2,1,1,43,41,135000
28947,Argentina,Capital Federal,Barrio Norte,2,1,1,55,,223000
28948,Argentina,Capital Federal,Barrio Norte,1,1,1,43,39,115000
28949,Argentina,Capital Federal,Parque Chas,1,1,1,31,31,84000
28950,Argentina,Capital Federal,Tribunales,1,1,1,,1,42487
28951,Argentina,Capital Federal,Tribunales,1,1,1,,1,41801
28952,Argentina,Capital Federal,Tribunales,1,1,1,,1,46461
28953,Argentina,Capital Federal,Colegiales,1,1,1,36,31,93000
28954,Argentina,Capital Federal,Colegiales,2,1,1,55,48,146000
28955,Argentina,Capital Federal,Colegiales,2,1,1,48,45,145000
28956,Argentina,Capital Federal,Barrio Norte,1,1,1,,1,49426
28957,Argentina,Capital Federal,Barrio Norte,1,1,1,,1,42815
28958,Argentina,Capital Federal,Barrio Norte,3,1,1,110,70,265000
28959,Argentina,Capital Federal,Barrio Norte,1,1,1,,1,40956
28960,Argentina,Capital Federal,San Nicolás,1,1,1,,1,44888
28961,Argentina,Capital Federal,San Nicolás,1,1,1,,1,48783
28962,Argentina,Capital Federal,San Nicolás,1,1,1,,1,50079
28963,Argentina,Capital Federal,San Nicolás,1,1,1,,1,40956
28964,Argentina,Capital Federal,San Nicolás,1,1,1,,1,42014
28965,Argentina,Capital Federal,San Nicolás,1,1,1,,1,45862
28966,Argentina,Capital Federal,San Nicolás,1,1,1,,1,50179
28967,Argentina,Capital Federal,Colegiales,2,1,1,42,37,151500
28968,Argentina,Capital Federal,San Nicolás,1,1,1,,1,46667
28969,Argentina,Capital Federal,San Nicolás,1,1,1,,1,42815
28970,Argentina,Capital Federal,San Nicolás,1,1,1,,1,43745
28971,Argentina,Capital Federal,San Nicolás,1,1,1,,1,50741
28972,Argentina,Capital Federal,San Nicolás,1,1,1,,1,50185
28973,Argentina,Capital Federal,San Nicolás,1,1,1,,1,50185
28974,Argentina,Capital Federal,San Nicolás,3,1,1,46,46,112000
28975,Argentina,Capital Federal,San Nicolás,2,1,1,,34,69000
28976,Argentina,Capital Federal,San Nicolás,1,1,1,,1,44312
28977,Argentina,Capital Federal,Colegiales,2,1,1,59,53,129800
28978,Argentina,Capital Federal,Agronomía,1,1,1,34,31,85000
28979,Argentina,Capital Federal,San Telmo,1,1,1,,1,20000
28980,Argentina,Capital Federal,Saavedra,2,1,1,,38,130000
28981,Argentina,Capital Federal,Recoleta,2,1,1,45,40,170000
28982,Argentina,Capital Federal,Recoleta,2,1,1,55,55,165000
28983,Argentina,Capital Federal,Recoleta,2,1,1,34,32,100000
28984,Argentina,Capital Federal,Recoleta,1,1,1,25,23,69500
28985,Argentina,Capital Federal,Recoleta,1,1,1,31,31,108000
28986,Argentina,Capital Federal,Recoleta,1,1,1,47,34,124800
28987,Argentina,Capital Federal,Saavedra,2,1,1,,40,110000
28988,Argentina,Capital Federal,Recoleta,1,1,1,47,34,124800
28989,Argentina,Capital Federal,Floresta,2,1,1,31,31,55000
28990,Argentina,Capital Federal,Floresta,2,1,1,42,35,68000
28991,Argentina,Capital Federal,Belgrano,2,1,1,75,69,174000
28992,Argentina,Capital Federal,Belgrano,2,1,1,47,42,175000
28993,Argentina,Capital Federal,Belgrano,2,1,1,47,42,175000
28994,Argentina,Capital Federal,Belgrano,2,1,1,42,36,185000
28995,Argentina,Capital Federal,Belgrano,2,1,1,34,34,87000
28996,Argentina,Capital Federal,Paternal,2,1,1,,48,90000
28997,Argentina,Capital Federal,Belgrano,2,1,1,63,57,299000
28998,Argentina,Capital Federal,Saavedra,2,1,1,49,40,110000
28999,Argentina,Capital Federal,Balvanera,2,1,1,,27,61000
29000,Argentina,Capital Federal,San Telmo,1,1,1,,,98000
29001,Argentina,Capital Federal,San Telmo,1,1,1,36,32,73080
29002,Argentina,Capital Federal,San Telmo,1,1,1,27,23,65000
29003,Argentina,Capital Federal,San Telmo,1,1,1,36,32,67498
29004,Argentina,Capital Federal,Chacarita,2,1,1,40,40,79000
29005,Argentina,Capital Federal,Chacarita,2,1,1,59,53,129800
29006,Argentina,Capital Federal,Chacarita,1,1,1,33,30,85000
29007,Argentina,Capital Federal,Balvanera,1,1,1,,30,50000
29008,Argentina,Capital Federal,Caballito,2,1,1,44,31,90000
29009,Argentina,Capital Federal,Caballito,2,1,1,36,31,95500
29010,Argentina,Capital Federal,Caballito,1,1,1,38,35,82500
29011,Argentina,Capital Federal,Caballito,2,1,1,37,37,83000
29012,Argentina,Capital Federal,Caballito,2,1,1,50,46,110000
29013,Argentina,Capital Federal,Caballito,2,1,1,50,,105000
29014,Argentina,Capital Federal,Balvanera,1,1,1,25,25,53000
29015,Argentina,Capital Federal,Balvanera,2,1,1,35,35,65000
29016,Argentina,Capital Federal,Caballito,1,1,1,33,33,44900
29017,Argentina,Capital Federal,Retiro,3,2,1,78,78,187000
29018,Argentina,Capital Federal,Nuñez,8,8,7,580,550,1720000
29019,Argentina,Capital Federal,Palermo,8,8,7,580,550,1720000
29020,Argentina,Capital Federal,Villa Crespo,1,1,1,33,28,80000
29021,Argentina,Capital Federal,Villa Devoto,1,1,1,39,34,73800
29022,Argentina,Capital Federal,Puerto Madero,1,1,1,43,43,260000
29023,Argentina,Capital Federal,Villa Urquiza,2,1,1,56,47,195000
29024,Argentina,Capital Federal,Villa Urquiza,2,1,1,,45,105000
29025,Argentina,Capital Federal,Villa Urquiza,2,1,1,77,58,245000
29026,Argentina,Capital Federal,Villa Urquiza,1,1,1,33,31,110000
29027,Argentina,Capital Federal,Parque Patricios,1,1,1,34,28,75000
29028,Argentina,Capital Federal,Parque Patricios,2,1,1,111,53,236000
29029,Argentina,Capital Federal,Parque Patricios,2,1,1,39,38,110000
29030,Argentina,Capital Federal,Parque Patricios,2,1,1,45,45,120000
29031,Argentina,Capital Federal,Villa Santa Rita,2,1,1,46,46,80000
29032,Argentina,Capital Federal,Villa del Parque,2,1,1,,,105000
29033,Argentina,Capital Federal,Villa del Parque,2,1,1,40,38,111000
29034,Argentina,Capital Federal,Villa del Parque,2,1,1,51,45,122000
29035,Argentina,Capital Federal,Villa Crespo,2,1,1,39,36,84000
29036,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,45,39,130000
29037,Argentina,Capital Federal,Nuñez,4,16,3,120,110,430000
29038,Argentina,Capital Federal,San Nicolás,2,1,1,57,49,119000
29039,Argentina,Capital Federal,Caballito,2,1,1,35,33,79000
29040,Argentina,Capital Federal,Caballito,2,1,1,40,40,83000
29041,Argentina,Capital Federal,Caballito,2,1,1,45,45,117000
29042,Argentina,Capital Federal,Caballito,2,1,6,,,200600
29043,Argentina,Capital Federal,Caballito,2,1,1,50,50,159000
29044,Argentina,Capital Federal,Monserrat,2,1,1,49,44,105000
29045,Argentina,Capital Federal,San Telmo,2,1,1,,38,69000
29046,Argentina,Capital Federal,San Telmo,2,1,1,44,,70000
29047,Argentina,Capital Federal,Colegiales,2,1,1,50,48,137000
29048,Argentina,Capital Federal,Colegiales,2,1,1,,,85000
29049,Argentina,Capital Federal,Colegiales,2,1,1,,,89000
29050,Argentina,Capital Federal,Colegiales,2,1,1,66,,155000
29051,Argentina,Capital Federal,Barrio Norte,2,1,1,42,40,185000
29052,Argentina,Capital Federal,Barrio Norte,2,1,1,,,107000
29053,Argentina,Capital Federal,San Nicolás,1,1,1,39,34,82000
29054,Argentina,Capital Federal,Villa Urquiza,1,,1,32,32,100000
29055,Argentina,Capital Federal,Flores,3,2,1,,,228000
29056,Argentina,Capital Federal,Flores,3,2,2,60,58,135000
29057,Argentina,Capital Federal,Nuñez,3,2,1,,51,155000
29058,Argentina,Capital Federal,Barracas,2,2,1,59,54,108800
29059,Argentina,Capital Federal,Barracas,2,2,1,43,36,119800
29060,Argentina,Capital Federal,Barracas,2,2,1,59,54,106800
29061,Argentina,Capital Federal,Barracas,3,2,2,89,70,217200
29062,Argentina,Capital Federal,Barracas,3,2,1,77,65,175000
