id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
0,Argentina,Capital Federal,Palermo,2,1,1,80,,235000
1,Argentina,Capital Federal,Belgrano,,,1,,40,105000
2,Argentina,Capital Federal,San Telmo,1,,1,34,31,109183
3,Argentina,Capital Federal,Villa Urquiza,2,,1,,51,110000
4,Argentina,Capital Federal,Belgrano,6,4,2,190,178,550000
5,Argentina,Capital Federal,Belgrano,4,3,2,240,,750000
6,Argentina,Capital Federal,Palermo,4,3,2,240,,750000
7,Argentina,Capital Federal,Puerto Madero,3,2,3,161,149,1600000
8,Argentina,Capital Federal,Palermo,2,1,1,38,38,132000
9,Argentina,Capital Federal,Palermo,3,2,1,80,75,245000
10,Argentina,Capital Federal,Villa del Parque,1,1,1,44,41,86000
11,Argentina,Capital Federal,Villa Santa Rita,2,1,1,73,46,110000
12,Argentina,Capital Federal,Villa Urquiza,2,1,1,47,47,99000
13,Argentina,Capital Federal,Villa Urquiza,1,1,1,45,31,99000
14,Argentina,Capital Federal,San Telmo,2,1,1,48,44,111324
15,Argentina,Capital Federal,San Telmo,2,1,1,48,44,113464
16,Argentina,Capital Federal,San Telmo,2,1,1,34,31,107042
17,Argentina,Capital Federal,Palermo,3,2,1,58,55,169000
18,Argentina,Capital Federal,Belgrano,2,1,1,52,52,171000
19,Argentina,Capital Federal,Palermo,4,3,1,,123,387066
20,Argentina,Capital Federal,Belgrano,,,1,,35,115500
21,Argentina,Capital Federal,Belgrano,1,,1,42,42,131300
22,Argentina,Capital Federal,Belgrano,1,,1,39,39,139300
23,Argentina,Capital Federal,Belgrano,1,,1,37,37,107000
24,Argentina,Capital Federal,Belgrano,1,,1,42,42,133900
25,Argentina,Capital Federal,Balvanera,2,1,,50,42,144944
26,Argentina,Capital Federal,Belgrano,,,1,60,49,148400
27,Argentina,Capital Federal,Palermo,2,1,1,,,298000
28,Argentina,Capital Federal,Palermo,4,3,1,148,148,398000
29,Argentina,Capital Federal,Palermo,1,,1,37,37,130000
30,Argentina,Capital Federal,Palermo,1,,1,35,35,120000
31,Argentina,Capital Federal,Belgrano,1,,1,27,23,83700
32,Argentina,Capital Federal,Belgrano,1,,1,42,42,123700
33,Argentina,Capital Federal,Belgrano,2,1,1,58,49,148400
34,Argentina,Capital Federal,Belgrano,2,1,1,52,52,174500
35,Argentina,Capital Federal,Palermo,4,3,2,240,,750000
36,Argentina,Capital Federal,Balvanera,2,1,,50,42,133840
37,Argentina,Capital Federal,Villa Devoto,2,1,1,69,46,135000
38,Argentina,Capital Federal,Boedo,1,1,1,40,35,75000
39,Argentina,Capital Federal,Villa Crespo,2,1,1,,47,135000
40,Argentina,Capital Federal,Abasto,3,2,2,90,82,205000
41,Argentina,Capital Federal,San Nicolás,2,,,33,,95000
42,Argentina,Capital Federal,San Nicolás,2,1,1,35,35,96000
43,Argentina,Capital Federal,Tribunales,2,1,1,58,58,140661
44,Argentina,Capital Federal,Palermo,1,1,1,42,42,135000
45,Argentina,Capital Federal,Palermo,1,1,1,53,53,150000
46,Argentina,Capital Federal,Palermo,1,1,1,35,33,105000
47,Argentina,Capital Federal,Mataderos,,,,,,90000
48,Argentina,Capital Federal,Palermo,1,1,1,35,35,94000
49,Argentina,Capital Federal,Belgrano,1,,1,36,34,115000
50,Argentina,Capital Federal,Recoleta,1,,1,,,54000
51,Argentina,Capital Federal,Monserrat,1,,1,20,,43000
52,Argentina,Capital Federal,Villa Luro,,,,,,90000
53,Argentina,Capital Federal,San Nicolás,1,,1,45,45,100000
54,Argentina,Capital Federal,Palermo,2,1,1,37,37,130000
55,Argentina,Capital Federal,Palermo,2,1,1,64,58,220000
56,Argentina,Capital Federal,Palermo,2,1,1,59,59,180000
57,Argentina,Capital Federal,Barracas,2,1,2,80,49,220000
58,Argentina,Capital Federal,Belgrano,2,1,1,77,77,207900
59,Argentina,Capital Federal,Belgrano,2,1,1,37,35,120000
60,Argentina,Capital Federal,Belgrano,2,1,2,65,52,325000
61,Argentina,Capital Federal,Belgrano,2,1,1,62,62,186000
62,Argentina,Capital Federal,Villa Urquiza,1,1,1,65,65,123000
63,Argentina,Capital Federal,Villa Urquiza,1,1,1,38,38,89000
64,Argentina,Capital Federal,Palermo,3,2,1,,,398000
65,Argentina,Capital Federal,Palermo,3,2,1,83,79,330000
66,Argentina,Capital Federal,Barrio Norte,5,3,2,107,107,330000
67,Argentina,Capital Federal,Palermo,5,4,5,275,275,2750000
68,Argentina,Capital Federal,Villa Crespo,4,3,2,115,115,310184
69,Argentina,Capital Federal,Recoleta,4,3,2,170,170,830000
70,Argentina,Capital Federal,Belgrano,5,4,3,700,500,1111111
71,Argentina,Capital Federal,Congreso,4,3,2,154,154,265000
72,Argentina,Capital Federal,Belgrano,4,3,2,119,72,335000
73,Argentina,Capital Federal,Villa Crespo,3,2,2,80,77,230000
74,Argentina,Capital Federal,Belgrano,3,2,2,129,67,320000
75,Argentina,Capital Federal,Recoleta,4,3,2,144,144,448000
76,Argentina,Capital Federal,Puerto Madero,1,1,1,37,37,220000
77,Argentina,Capital Federal,Villa Crespo,2,1,1,36,36,87000
78,Argentina,Capital Federal,Villa Crespo,2,1,1,50,45,89000
79,Argentina,Capital Federal,Villa Crespo,2,1,1,63,60,12501
80,Argentina,Capital Federal,Villa Crespo,2,1,1,31,31,65000
81,Argentina,Capital Federal,Villa Devoto,2,1,1,69,46,135000
82,Argentina,Capital Federal,Puerto Madero,1,1,1,37,37,220000
83,Argentina,Capital Federal,Puerto Madero,2,1,2,66,62,315000
84,Argentina,Capital Federal,Puerto Madero,2,1,2,66,62,314999
85,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,49,45,108000
86,Argentina,Capital Federal,Puerto Madero,2,1,2,66,62,315000
87,Argentina,Capital Federal,Puerto Madero,2,1,2,66,62,354999
88,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,48,45,125000
89,Argentina,Capital Federal,Villa Pueyrredón,2,1,1,49,45,125000
90,Argentina,Capital Federal,Almagro,3,2,1,71,66,116000
91,Argentina,Capital Federal,Villa Pueyrredón,1,1,1,48,45,107000
92,Argentina,Capital Federal,Flores,3,2,2,60,57,149000
93,Argentina,Capital Federal,Nuñez,3,2,3,97,63,204510
94,Argentina,Capital Federal,Almagro,3,2,1,71,66,116000
95,Argentina,Capital Federal,Puerto Madero,2,1,2,66,62,355000
96,Argentina,Capital Federal,Almagro,3,2,2,65,62,123000
97,Argentina,Capital Federal,Almagro,2,1,1,52,48,153000
98,Argentina,Capital Federal,Almagro,3,2,1,55,45,94000
99,Argentina,Capital Federal,Villa Crespo,3,2,1,60,56,105000
100,Argentina,Capital Federal,Puerto Madero,3,2,2,80,76,525000
101,Argentina,Capital Federal,San Cristobal,3,2,1,79,70,138250
102,Argentina,Capital Federal,Parque Centenario,3,2,2,140,130,340000
103,Argentina,Capital Federal,Once,4,3,1,130,122,270000
104,Argentina,Capital Federal,Flores,4,3,3,190,172,459000
105,Argentina,Capital Federal,Almagro,4,3,2,78,70,183000
106,Argentina,Capital Federal,Villa Crespo,3,2,2,75,64,230000
107,Argentina,Capital Federal,Palermo,4,3,2,85,76,199000
108,Argentina,Capital Federal,Palermo,4,3,3,179,172,620000
109,Argentina,Capital Federal,Palermo,4,3,2,140,110,279500
110,Argentina,Capital Federal,Palermo,4,3,1,88,81,200000
111,Argentina,Capital Federal,Palermo,4,3,3,136,129,500000
112,Argentina,Capital Federal,Belgrano,4,3,3,118,110,395000
113,Argentina,Capital Federal,Belgrano,5,3,4,259,236,695000
114,Argentina,Capital Federal,Belgrano,4,3,3,143,128,780000
115,Argentina,Capital Federal,Palermo,4,3,3,89,80,284900
116,Argentina,Capital Federal,Belgrano,4,3,2,90,82,275000
117,Argentina,Capital Federal,Villa Crespo,3,2,1,58,58,184910
118,Argentina,Capital Federal,Villa Crespo,3,2,1,66,62,132000
119,Argentina,Capital Federal,Belgrano,3,2,1,48,48,135000
120,Argentina,Capital Federal,Belgrano,4,2,2,90,85,275000
121,Argentina,Capital Federal,Belgrano,3,2,2,80,80,530000
122,Argentina,Capital Federal,Belgrano,3,2,2,62,60,235000
123,Argentina,Capital Federal,Belgrano,3,2,1,97,81,229800
124,Argentina,Capital Federal,Recoleta,3,2,3,117,115,350000
125,Argentina,Capital Federal,Recoleta,3,2,1,55,55,145000
126,Argentina,Capital Federal,Villa Crespo,3,2,1,59,59,100001
127,Argentina,Capital Federal,Balvanera,3,2,1,68,60,134900
128,Argentina,Capital Federal,Chacarita,3,2,1,72,55,145000
129,Argentina,Capital Federal,Colegiales,3,2,1,97,81,229800
130,Argentina,Capital Federal,Colegiales,3,2,1,65,65,155000
131,Argentina,Capital Federal,Barrio Norte,3,2,1,43,43,140000
132,Argentina,Capital Federal,Las Cañitas,3,2,1,68,58,229500
133,Argentina,Capital Federal,Villa Crespo,3,2,1,84,79,190000
134,Argentina,Capital Federal,Villa Crespo,3,2,1,63,60,190000
135,Argentina,Capital Federal,Caballito,3,2,1,70,59,166901
136,Argentina,Capital Federal,Almagro,3,2,1,70,66,225000
137,Argentina,Capital Federal,Belgrano,4,3,3,380,380,1600000
138,Argentina,Capital Federal,Balvanera,4,3,1,100,90,125000
139,Argentina,Capital Federal,Palermo,3,2,2,92,92,400000
140,Argentina,Capital Federal,Palermo,3,2,2,73,67,405000
141,Argentina,Capital Federal,Palermo,3,2,1,58,52,135000
142,Argentina,Capital Federal,Palermo,3,2,1,78,75,199000
143,Argentina,Capital Federal,Palermo,3,2,2,71,65,329000
144,Argentina,Capital Federal,Palermo,3,2,2,64,60,139000
145,Argentina,Capital Federal,Palermo,3,2,1,73,57,293001
146,Argentina,Capital Federal,Palermo,3,2,1,63,55,165001
147,Argentina,Capital Federal,Palermo,3,2,1,70,66,225000
148,Argentina,Capital Federal,Palermo,3,2,1,69,59,258001
149,Argentina,Capital Federal,Palermo,3,2,1,130,60,185000
150,Argentina,Capital Federal,Palermo,3,2,2,82,65,325000
151,Argentina,Capital Federal,Almagro,3,2,1,72,57,148000
152,Argentina,Capital Federal,Almagro,3,2,2,65,60,209000
153,Argentina,Capital Federal,Almagro,3,2,1,73,68,205000
154,Argentina,Capital Federal,Almagro,3,2,1,90,60,250000
155,Argentina,Capital Federal,Palermo,3,2,1,74,70,166600
156,Argentina,Capital Federal,Recoleta,4,3,2,223,185,430000
157,Argentina,Capital Federal,Palermo,3,2,2,80,70,450000
158,Argentina,Capital Federal,Palermo,11,8,8,593,587,2550000
159,Argentina,Capital Federal,Caballito,4,3,3,106,89,403200
160,Argentina,Capital Federal,Caballito,4,3,2,137,107,319000
161,Argentina,Capital Federal,Caballito,4,3,5,258,148,815200
162,Argentina,Capital Federal,Barrio Norte,4,3,2,99,95,230001
163,Argentina,Capital Federal,Villa Crespo,4,3,3,76,70,215000
164,Argentina,Capital Federal,Villa Devoto,4,3,3,121,112,370000
165,Argentina,Capital Federal,Puerto Madero,4,3,5,200,185,870000
166,Argentina,Capital Federal,Palermo,3,2,1,58,52,135000
167,Argentina,Capital Federal,Puerto Madero,4,3,5,576,438,3300000
168,Argentina,Capital Federal,Belgrano,6,4,3,390,390,1850000
169,Argentina,Capital Federal,Recoleta,5,4,3,520,210,950000
170,Argentina,Capital Federal,Recoleta,5,4,3,270,240,790000
171,Argentina,Capital Federal,Barrio Norte,5,4,2,220,220,590000
172,Argentina,Capital Federal,Villa Crespo,5,4,2,121,115,271501
173,Argentina,Capital Federal,San Cristobal,5,4,1,130,122,270000
174,Argentina,Capital Federal,Belgrano,6,5,5,580,580,1111111
175,Argentina,Capital Federal,Belgrano,6,4,4,340,330,750000
176,Argentina,Capital Federal,Palermo,3,2,1,122,80,420000
177,Argentina,Capital Federal,Colegiales,2,1,1,58,50,156800
178,Argentina,Capital Federal,Villa Crespo,2,1,1,50,44,158001
179,Argentina,Capital Federal,Liniers,,,,,,160000
180,Argentina,Capital Federal,Palermo,1,,1,36,33,103000
181,Argentina,Capital Federal,Palermo,1,,1,28,28,95000
182,Argentina,Capital Federal,Palermo,1,,1,34,34,115000
183,Argentina,Capital Federal,Palermo,1,,1,38,34,130000
184,Argentina,Capital Federal,Palermo,1,,1,42,36,105000
185,Argentina,Capital Federal,Palermo,1,,1,42,36,105000
186,Argentina,Capital Federal,Palermo,1,,1,47,39,108000
187,Argentina,Capital Federal,Barracas,,,,,68,205000
188,Argentina,Capital Federal,Belgrano,3,,,56,56,169900
189,Argentina,Capital Federal,Belgrano,1,,1,41,34,110000
190,Argentina,Capital Federal,Belgrano,,,,,,550000
191,Argentina,Capital Federal,Recoleta,1,,1,48,25,80000
192,Argentina,Capital Federal,Caballito,1,,1,38,34,80000
193,Argentina,Capital Federal,Mataderos,,,,,,160000
194,Argentina,Capital Federal,Villa Luro,,,,,,160000
195,Argentina,Capital Federal,Las Cañitas,1,,1,45,38,170000
196,Argentina,Capital Federal,Villa Crespo,1,,1,18,18,59000
197,Argentina,Capital Federal,Villa Crespo,1,,1,31,28,80000
198,Argentina,Capital Federal,Almagro,1,,1,39,34,112000
199,Argentina,Capital Federal,Puerto Madero,1,,1,33,27,91000
200,Argentina,Capital Federal,Almagro,1,,1,39,34,133000
201,Argentina,Capital Federal,Almagro,1,,1,39,34,117000
202,Argentina,Capital Federal,Flores,1,,1,36,28,99000
203,Argentina,Capital Federal,Flores,3,,,62,60,120000
204,Argentina,Capital Federal,Flores,2,,,49,49,90000
205,Argentina,Capital Federal,Almagro,1,,1,39,34,100000
206,Argentina,Capital Federal,Almagro,1,,1,39,34,104000
207,Argentina,Capital Federal,Almagro,1,,1,41,37,121000
208,Argentina,Capital Federal,Almagro,1,,1,41,37,137000
209,Argentina,Capital Federal,Almagro,1,,1,39,34,125000
210,Argentina,Capital Federal,Almagro,1,,1,39,34,108000
211,Argentina,Capital Federal,Almagro,1,,1,41,37,104000
212,Argentina,Capital Federal,Almagro,1,,1,41,37,129000
213,Argentina,Capital Federal,Almagro,1,,1,41,37,116000
214,Argentina,Capital Federal,Almagro,1,,1,35,31,130637
215,Argentina,Capital Federal,Almagro,1,,1,41,37,108000
216,Argentina,Capital Federal,Villa Crespo,2,1,1,33,33,110187
217,Argentina,Capital Federal,Almagro,1,,1,41,37,133000
218,Argentina,Capital Federal,Almagro,1,,1,41,37,125000
219,Argentina,Capital Federal,Almagro,1,,1,41,37,112000
220,Argentina,Capital Federal,Almagro,1,,1,70,49,190000
221,Argentina,Capital Federal,Almagro,1,,1,39,34,129000
222,Argentina,Capital Federal,Villa del Parque,1,,1,34,32,82000
223,Argentina,Capital Federal,Almagro,1,,1,39,34,121000
224,Argentina,Capital Federal,Parque Centenario,1,,1,35,32,95000
225,Argentina,Capital Federal,Palermo,2,1,1,42,42,130000
226,Argentina,Capital Federal,Palermo,2,1,1,48,48,165000
227,Argentina,Capital Federal,Palermo,2,1,1,49,42,180000
228,Argentina,Capital Federal,Palermo,2,1,1,45,40,219000
229,Argentina,Capital Federal,Belgrano,2,1,1,37,35,133000
230,Argentina,Capital Federal,Belgrano,1,1,1,48,42,130000
231,Argentina,Capital Federal,Belgrano,2,1,1,67,67,335000
232,Argentina,Capital Federal,Belgrano,2,1,1,57,49,148000
233,Argentina,Capital Federal,Paternal,2,1,1,42,42,97000
234,Argentina,Capital Federal,Palermo,2,1,1,,38,135000
235,Argentina,Capital Federal,Recoleta,,1,1,63,63,210000
236,Argentina,Capital Federal,Caballito,2,1,,51,,175000
237,Argentina,Capital Federal,Chacarita,1,1,1,48,42,130000
238,Argentina,Capital Federal,Chacarita,2,1,1,31,31,64900
239,Argentina,Capital Federal,Monserrat,2,1,1,39,39,83000
240,Argentina,Capital Federal,Colegiales,1,1,1,48,42,130000
241,Argentina,Capital Federal,Belgrano,,2,2,,,400000
242,Argentina,Capital Federal,Colegiales,2,1,1,58,50,154900
243,Argentina,Capital Federal,Villa Crespo,2,1,1,54,44,158001
244,Argentina,Capital Federal,Parque Centenario,1,,1,35,35,82000
245,Argentina,Capital Federal,Caballito,2,1,1,36,36,91000
246,Argentina,Capital Federal,Palermo,2,1,2,70,55,290000
247,Argentina,Capital Federal,Pompeya,3,2,1,63,60,99500
248,Argentina,Capital Federal,Palermo,2,1,1,84,45,114999
249,Argentina,Capital Federal,Nuñez,2,1,1,63,48,153600
250,Argentina,Capital Federal,Palermo,1,1,1,48,42,130000
251,Argentina,Capital Federal,Nuñez,1,1,1,28,22,67200
252,Argentina,Capital Federal,Retiro,3,1,1,68,68,188000
253,Argentina,Capital Federal,Retiro,2,1,1,76,50,149900
254,Argentina,Capital Federal,Almagro,2,1,1,52,48,178000
255,Argentina,Capital Federal,Almagro,2,1,1,52,48,183000
256,Argentina,Capital Federal,Almagro,2,1,1,52,48,163000
257,Argentina,Capital Federal,Almagro,2,1,1,52,48,148000
258,Argentina,Capital Federal,Almagro,2,1,1,52,48,188000
259,Argentina,Capital Federal,Almagro,2,1,1,52,48,173000
260,Argentina,Capital Federal,Almagro,2,1,1,52,48,158000
261,Argentina,Capital Federal,Almagro,2,1,1,52,48,168000
262,Argentina,Capital Federal,Almagro,2,1,1,42,35,160833
263,Argentina,Capital Federal,Almagro,2,1,1,42,39,89000
264,Argentina,Capital Federal,Palermo,2,1,1,36,36,99999
265,Argentina,Capital Federal,Palermo,2,1,1,51,42,230000
266,Argentina,Capital Federal,Palermo,2,1,1,48,48,165000
267,Argentina,Capital Federal,Almagro,2,1,1,46,42,176904
268,Argentina,Capital Federal,Palermo,2,1,1,54,50,245000
269,Argentina,Capital Federal,Retiro,2,1,1,42,42,110000
270,Argentina,Capital Federal,Caballito,,,,,,459000
271,Argentina,Capital Federal,Recoleta,4,2,1,,,120000
272,Argentina,Capital Federal,Villa Devoto,3,2,1,80,67,169000
273,Argentina,Capital Federal,Liniers,3,2,1,45,45,85000
274,Argentina,Capital Federal,Villa Devoto,3,2,1,73,68,235000
275,Argentina,Capital Federal,Colegiales,3,2,1,69,65,189000
276,Argentina,Capital Federal,Villa Urquiza,2,1,1,52,47,235000
277,Argentina,Capital Federal,Nuñez,2,,1,70,50,132800
278,Argentina,Capital Federal,Congreso,1,0,1,,,64782
279,Argentina,Capital Federal,Villa Devoto,3,2,1,80,67,169000
280,Argentina,Capital Federal,Villa Devoto,3,2,1,80,67,169000
281,Argentina,Capital Federal,Villa Crespo,1,,1,109,109,344546
282,Argentina,Capital Federal,Belgrano,,,1,35,32,115000
283,Argentina,Capital Federal,Parque Chas,1,,1,39,34,80000
284,Argentina,Capital Federal,Colegiales,1,,1,37,25,87500
285,Argentina,Capital Federal,Caballito,1,,1,42,36,135000
286,Argentina,Capital Federal,Caballito,1,,1,37,34,85000
287,Argentina,Capital Federal,Balvanera,1,,1,17,17,45000
288,Argentina,Capital Federal,Recoleta,1,,1,43,36,168000
289,Argentina,Capital Federal,Congreso,1,,1,38,30,112000
290,Argentina,Capital Federal,Villa Crespo,1,,1,39,36,79000
291,Argentina,Capital Federal,Palermo,1,,1,28,23,74000
292,Argentina,Capital Federal,Almagro,1,,1,33,29,125755
293,Argentina,Capital Federal,Almagro,1,,1,22,22,56000
294,Argentina,Capital Federal,Almagro,1,,1,33,29,123984
295,Argentina,Capital Federal,Almagro,1,,1,33,29,122212
296,Argentina,Capital Federal,Villa Crespo,1,,1,36,32,105000
297,Argentina,Capital Federal,Palermo,1,0,1,,,61000
298,Argentina,Capital Federal,Congreso,1,0,1,,,52780
299,Argentina,Capital Federal,Congreso,1,0,1,,,57652
300,Argentina,Capital Federal,Puerto Madero,7,5,5,400,400,4000000
301,Argentina,Capital Federal,Constitución,1,0,1,,,67498
302,Argentina,Capital Federal,Constitución,1,0,1,,,86539
303,Argentina,Capital Federal,Constitución,1,0,1,,,89155
304,Argentina,Capital Federal,Constitución,1,0,1,,,74000
305,Argentina,Capital Federal,Constitución,1,0,1,,,77564
306,Argentina,Capital Federal,Constitución,1,0,1,,,84000
307,Argentina,Capital Federal,Villa Crespo,1,0,1,,,50000
308,Argentina,Capital Federal,Paternal,1,0,1,,,75000
309,Argentina,Capital Federal,Floresta,1,0,1,,,95000
310,Argentina,Capital Federal,Congreso,1,0,1,,,60623
311,Argentina,Capital Federal,Congreso,1,0,1,,,72791
312,Argentina,Capital Federal,Congreso,1,0,1,,,53176
313,Argentina,Capital Federal,Congreso,1,0,1,,,69944
314,Argentina,Capital Federal,Congreso,1,0,1,,,63991
315,Argentina,Capital Federal,Congreso,1,0,1,,,68238
316,Argentina,Capital Federal,Congreso,1,0,1,,,56840
317,Argentina,Capital Federal,Congreso,1,0,1,,,59832
318,Argentina,Capital Federal,Congreso,1,0,1,,,51968
319,Argentina,Capital Federal,Congreso,1,0,1,,,53933
320,Argentina,Capital Federal,Congreso,1,0,1,,,60730
321,Argentina,Capital Federal,Congreso,1,0,1,,,58583
322,Argentina,Capital Federal,Congreso,1,0,1,,,49104
323,Argentina,Capital Federal,Congreso,1,0,1,,,47900
324,Argentina,Capital Federal,Congreso,1,0,1,,,56120
325,Argentina,Capital Federal,Congreso,1,0,1,,,55598
326,Argentina,Capital Federal,Congreso,1,0,1,,,63046
327,Argentina,Capital Federal,Congreso,1,0,1,,,47192
328,Argentina,Capital Federal,Paternal,1,0,1,,,90000
329,Argentina,Capital Federal,Almagro,2,1,1,41,41,95000
330,Argentina,Capital Federal,Constitución,1,0,1,,,71639
331,Argentina,Capital Federal,Caballito,3,2,1,85,,119000
332,Argentina,Capital Federal,Caballito,3,2,2,72,65,280000
333,Argentina,Capital Federal,Caballito,3,2,2,71,67,220000
334,Argentina,Capital Federal,Chacarita,3,2,2,70,60,160000
335,Argentina,Capital Federal,Parque Chas,3,2,1,77,67,160000
336,Argentina,Capital Federal,Parque Chas,3,2,1,83,72,168000
337,Argentina,Capital Federal,Barrio Norte,3,2,1,76,76,230000
338,Argentina,Capital Federal,Villa Crespo,3,2,1,40,36,130000
339,Argentina,Capital Federal,Balvanera,3,2,1,60,60,121000
340,Argentina,Capital Federal,Villa Crespo,3,2,2,76,,188000
341,Argentina,Capital Federal,Villa Crespo,3,2,2,84,84,270000
342,Argentina,Capital Federal,Villa Crespo,3,2,1,58,55,129001
343,Argentina,Capital Federal,Villa Devoto,3,2,1,161,91,240000
344,Argentina,Capital Federal,Puerto Madero,3,2,3,160,140,650000
345,Argentina,Capital Federal,San Cristobal,3,2,2,60,60,85000
346,Argentina,Capital Federal,San Cristobal,3,2,2,88,80,110000
347,Argentina,Capital Federal,Villa Urquiza,3,2,2,80,70,260000
348,Argentina,Capital Federal,Villa Urquiza,3,2,1,69,,210000
349,Argentina,Capital Federal,Villa Crespo,3,2,1,53,50,115000
350,Argentina,Capital Federal,Balvanera,3,2,1,55,55,165000
351,Argentina,Capital Federal,Balvanera,4,2,1,134,72,260000
352,Argentina,Capital Federal,Balvanera,3,2,1,56,54,140000
353,Argentina,Capital Federal,Palermo,3,2,1,40,36,130000
354,Argentina,Capital Federal,Palermo,3,2,2,66,66,190000
355,Argentina,Capital Federal,Palermo,3,2,1,103,64,240000
356,Argentina,Capital Federal,Palermo,3,2,1,70,61,270000
357,Argentina,Capital Federal,Palermo,3,2,1,75,68,203000
358,Argentina,Capital Federal,Palermo,2,2,1,,72,170000
359,Argentina,Capital Federal,Palermo,3,2,,97,95,215000
360,Argentina,Capital Federal,Palermo,3,2,2,110,106,220000
361,Argentina,Capital Federal,Palermo,4,2,2,135,135,750000
362,Argentina,Capital Federal,Palermo,3,2,1,74,72,215000
363,Argentina,Capital Federal,Belgrano,3,2,2,138,122,480000
364,Argentina,Capital Federal,Congreso,3,2,1,,,122281
365,Argentina,Capital Federal,Congreso,3,2,1,,,141445
366,Argentina,Capital Federal,Floresta,3,2,2,100,100,180000
367,Argentina,Capital Federal,Paternal,3,2,1,,,130000
368,Argentina,Capital Federal,Paternal,3,2,,,,85000
369,Argentina,Capital Federal,Recoleta,3,2,1,160,160,590000
370,Argentina,Capital Federal,Recoleta,3,2,2,82,70,189000
371,Argentina,Capital Federal,Balvanera,4,2,2,120,120,215000
372,Argentina,Capital Federal,Parque Centenario,3,2,1,50,50,138000
373,Argentina,Capital Federal,Centro / Microcentro,3,2,1,81,75,169000
374,Argentina,Capital Federal,Nuñez,4,3,3,179,179,395000
375,Argentina,Capital Federal,Nuñez,4,3,3,176,176,540000
376,Argentina,Capital Federal,Balvanera,4,3,1,85,80,195000
377,Argentina,Capital Federal,Balvanera,4,3,1,100,90,128000
378,Argentina,Capital Federal,Balvanera,4,3,1,61,61,185000
379,Argentina,Capital Federal,Caballito,4,3,2,171,131,459000
380,Argentina,Capital Federal,Barrio Norte,4,3,4,180,180,1100000
381,Argentina,Capital Federal,Barrio Norte,4,3,2,82,82,242000
382,Argentina,Capital Federal,Barrio Norte,5,3,2,147,144,400000
383,Argentina,Capital Federal,Villa Crespo,4,3,2,,,140000
384,Argentina,Capital Federal,Villa Crespo,4,3,1,144,118,350000
385,Argentina,Capital Federal,Villa Devoto,4,3,2,156,99,360000
386,Argentina,Capital Federal,Parque Centenario,4,3,2,163,125,300000
387,Argentina,Capital Federal,Nuñez,5,4,3,179,179,1100000
388,Argentina,Capital Federal,Nuñez,5,4,5,450,450,3000000
389,Argentina,Capital Federal,Palermo,6,4,4,320,320,1780000
390,Argentina,Capital Federal,Palermo,6,4,4,320,320,1111111
391,Argentina,Capital Federal,Belgrano,5,4,4,290,290,1080000
392,Argentina,Capital Federal,Recoleta,5,4,4,330,300,1350000
393,Argentina,Capital Federal,Recoleta,6,4,3,236,,790000
394,Argentina,Capital Federal,Recoleta,6,4,3,236,,790000
395,Argentina,Capital Federal,Recoleta,6,3,2,257,244,590000
396,Argentina,Capital Federal,Palermo,3,2,1,66,59,174000
397,Argentina,Capital Federal,Recoleta,5,3,3,141,139,270000
398,Argentina,Capital Federal,Belgrano,4,3,3,172,172,1100000
399,Argentina,Capital Federal,Nuñez,4,3,3,179,179,395000
400,Argentina,Capital Federal,Nuñez,4,3,4,215,215,1280000
401,Argentina,Capital Federal,Almagro,4,3,2,124,124,215000
402,Argentina,Capital Federal,Almagro,4,3,2,206,106,400000
403,Argentina,Capital Federal,Almagro,4,3,5,213,186,861435
404,Argentina,Capital Federal,Almagro,4,3,2,113,102,300000
405,Argentina,Capital Federal,Almagro,4,3,3,144,118,335000
406,Argentina,Capital Federal,Almagro,4,3,1,120,105,285000
407,Argentina,Capital Federal,Palermo,4,3,3,168,142,347000
408,Argentina,Capital Federal,Palermo,4,3,3,250,250,3000000
409,Argentina,Capital Federal,Palermo,4,3,3,285,285,1000000
410,Argentina,Capital Federal,Palermo,4,3,3,130,130,390000
411,Argentina,Capital Federal,Palermo,4,3,3,135,131,380000
412,Argentina,Capital Federal,Palermo,4,3,2,100,100,320000
413,Argentina,Capital Federal,Palermo,4,3,4,207,207,1800000
414,Argentina,Capital Federal,Palermo,4,3,4,180,180,1200000
415,Argentina,Capital Federal,Palermo,4,3,1,72,64,198000
416,Argentina,Capital Federal,Palermo,4,3,3,217,217,1100000
417,Argentina,Capital Federal,Palermo,5,3,2,138,125,495000
418,Argentina,Capital Federal,Recoleta,4,3,1,71,71,165000
419,Argentina,Capital Federal,Palermo,3,2,1,75,68,203000
420,Argentina,Capital Federal,Palermo,3,2,1,63,55,165000
421,Argentina,Capital Federal,Palermo,3,2,1,75,68,203000
422,Argentina,Capital Federal,Palermo,2,1,1,40,40,107000
423,Argentina,Capital Federal,Palermo,2,1,1,,38,105000
424,Argentina,Capital Federal,Palermo,2,1,1,39,39,105000
425,Argentina,Capital Federal,Palermo,2,1,2,87,55,230000
426,Argentina,Capital Federal,Palermo,2,1,1,54,49,210000
427,Argentina,Capital Federal,Palermo,2,1,1,52,52,200000
428,Argentina,Capital Federal,Palermo,2,1,1,45,42,139000
429,Argentina,Capital Federal,Palermo,2,1,2,87,55,230000
